AppId,ResidencyProgram,Specialty,Specialties,Speciality,PracticeLoc,County,State,GradYear,TotalNumberGraduates201617,AutoScoreGraduates,FinalScoreGraduates
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"757 Westwood Plaza, Los Angeles, CA, 90095",Los Angeles,California,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"3782 W Martin Luther King Jr, Los Angeles, CA 90008",Los Angeles,California,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"6555 Coyle Ave., Suite 310, Carmichael, CA 95608",Sacramento,California,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"2500 Merced Street, San Leandro, CA 94577",Alameda,California,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"300 Pasteur Drive, Stanford CA 94304",Santa Clara,California,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"2501 N. Sepulveda Blvd, Suite 101 Manhattan Beach, CA, 90266",Los Angeles,California,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"757 Westwood Plaza, Los Angeles CA 90095",Los Angeles,California,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,8700 Beverly Blvd Los Angeles CA 90048,Los Angeles,California,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"2801 Atlantic Ave, Long Beach, CA 90806",Los Angeles,California,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,1200 North State St IRD Building-Room 820 Los Angeles CA 90033,Los Angeles,California,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"250 Dean St, Brooklyn, NY",Out of State,New York,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"321 N Larchmont Blvd, Suite 1020, Los Angeles, CA 90004",Los Angeles,California,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"757 Westwood Plaza, Los Angeles CA 90095",Los Angeles,California,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,14445 Olive View Drive Cottage C Sylmar CA 91342,Los Angeles,California,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,980 W Ironwood Dr #302 Coeur d'Alene ID 83814,Out of State,Idaho,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"2003 KOOTENAI HEALTH WAY COEUR D ALENE,ID 83814",Out of State,Idaho,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"4300 Roosevelt Way NE, Seattle, WA 98105",Out of State,Washington,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"14445 Olive View Dr Building 2212, Sylmar, CA 91342",Los Angeles,California,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"14445 Olive View Dr Building 2212, Sylmar, CA 91342",Los Angeles,California,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"14445 Olive View Dr Building 2212, Sylmar, CA 91342",Los Angeles,California,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"513 Parnassus Ave S436, San Francisco, CA 94143",San Francisco,California,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"16528 E DESMET CT, SPOKANE VALLEY, WA 99216-3522",Out of State,Washington,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"5721 S Maryland Ave, Chicago, IL 60637",Out of State,Illinois,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"757 Westwood Plaza, Los Angeles CA 90095",Los Angeles,California,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"200 UCLA Medical Plaza Driveway Suite 265, Los Angeles, CA 90095",Los Angeles,California,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"300 Longwood Ave Fegan-5, Boston, MA 2115",Out of State,Massachusetts,2017-18,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"27309 Madison Ave, Temecula, CA 92590",Riverside,California,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"757 Westwood Plaza, Los Angeles, CA 90095",Los Angeles,California,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"1500 E Duarte Rd, Duarte, CA 91010",Los Angeles,California,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"160 E 32nd St, New York, NY 10016",Out of State,New York,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"1275 York Avenue, New York, NY 10065",Out of State,New York,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"14445 Olive View Dr, Sylmar, CA 91342",Los Angeles,California,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"757 Westwood Plaza, Los Angeles, CA 90095",Los Angeles,California,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"757 Westwood Plaza, Los Angeles, CA 90095",Los Angeles,California,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"9300 Campus Point Drive, MC 7774 La Jolla, CA 92037",San Diego,California,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"1330 Oakridge Dr #100, Fort Collins, CO 80525",Out of State,Colorado,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"26585 AGOURA RD STE 360, CALABASAS, CA 91302",Los Angeles,California,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"7859 Walnut Hill Ln #200, Dallas, TX 75230",Out of State,Texas,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"393 E. Walnut Street, 3rd Floor, Pasadena, CA 91188",Los Angeles,California,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"11333 N Sepulveda Blvd, Mission Hills, CA 91345",Los Angeles,California,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"2825 Santa Monica Blvd, suite 104, Santa Monica, CA 90404",Los Angeles,California,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"7300 Girard Avenue, #106, La Jolla, CA 92037",San Diego,California,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"2601 W. Alameda Ave., Suite 416, Burbank, California 91505",Los Angeles,California,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"1316 W Ontario St, 1st floor Jones Hall, Philadelphia, PA 19140",Out of State,Pennsylvania,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"1 Childrens Plaza, Dayton, OH 45404",Out of State,Oregon,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"300 Longwood Ave, Boston, MA 02115",Out of State,Massachusetts,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"4650 Sunset Blvd, Los Angeles, CA 90027",Los Angeles,California,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"558 N Ventu Park Rd D, Newbury Park, CA 91320",Ventura,California,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"Mahatma Gandhi, Blantyre, Malawi",Out of Country,Out of Country,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"757 Westwood Plaza, Los Angeles, CA 90095",Los Angeles,California,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"757 Westwood Plaza, Los Angeles, CA 90095",Los Angeles,California,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"601 E Rollins St, Orlando, FL 32803",Out of State,Florida,2018-19,26,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"757 Westwood Plaza, Los Angeles, CA, 90095",Los Angeles,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"750 Welch Road, Suite 315, Palo Alto, CA 94304",Santa Clara,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"6501 South Promontory Drive, Chicago, Illinois 60649",Out of State,Illinois,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"4650 Sunset Blvd, Los Angeles, CA 90027",Los Angeles,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"4650 Sunset Blvd, Los Angeles, CA 90027",Los Angeles,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"14445 Olive View Dr, Sylmar, CA 91342",Los Angeles,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"85 E US-6 Frontage Rd, Valparaiso, IN 46383",Out of State,Indiana,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"2509 Pico Blvd, Santa Monica, CA 90405",Los Angeles,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"1825 Fourth St., Sixth Floor, San Francisco, CA 94158",San Francisco,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"725 Welch Rd, Palo Alto, CA 94304",Santa Clara,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"725 Welch Rd, Palo Alto, CA 94304",Santa Clara,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"757 Westwood Plaza, Los Angeles, CA, 90095",Los Angeles,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"8700 Beverly Blvd, Los Angeles, CA 90048",Los Angeles,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"747 52nd St, Oakland, CA 94609",Alameda,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"1825 4th Street, 6th Floor, San Francisco, CA 94158",San Francisco,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"6621 Fannin St, Houston, TX 77030",Out of State,Texas,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"757 Westwood Plaza, Los Angeles, CA, 90095",Los Angeles,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"757 Westwood Plaza, Los Angeles, CA, 90095",Los Angeles,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"1 Gustave L. Levy Place, New York, NY 10029-5674",Out of State,New York,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"1825 4th Street, 6th Floor, San Francisco, CA 94158",San Francisco,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"6041 Cadillac Ave, Los Angeles, CA 90034",Los Angeles,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"1250 La Venta Dr Suite 105, Westlake Village, CA 91361",Los Angeles,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"757 Westwood Plaza, Los Angeles, CA, 90095",Los Angeles,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"1100 Ninth Avenue, G1-MSO, Seattle, WA 98101",Out of State,Washington,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"1721 E 120th St, Los Angeles, CA 90059",Los Angeles,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"757 Westwood Plaza, Los Angeles, CA, 90095",Los Angeles,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"757 Westwood Plaza, Los Angeles, CA, 90095",Los Angeles,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"725 Welch Rd, Palo Alto, CA 94304",Santa Clara,California,2019-20,28,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"2801 Atlantic Ave, Long Beach, CA 90806",Los Angeles,California,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"1825 4th Street, 6th Floor, San Francisco, CA 94158",Alameda,California,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"3401 Civic Center Boulevard, Philadelphia, PA 19104",Out of State,Pennsylvania,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"521 Jack Stephens Drive, Little Rock, AR 72205",Out of State,Arkansas,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"10800 Magnolia Ave, Riverside, CA 92505",Riverside,California,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"757 Westwood Plaza, Los Angeles, CA, 90095",Los Angeles,California,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"453 Quarry Road, Palo Alto, CA 94304-5660",Santa Clara,California,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"3500 Civic Center Blvd., Philadelphia, PA 19104",Out of State,Pennsylvania,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"757 Westwood Plaza, Los Angeles, CA, 90095",Los Angeles,California,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"4650 Sunset Blvd. MS #76, Los Angeles, CA 90027",Los Angeles,California,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"751 S Bascom Ave, San Jose, CA 95128",Santa Clara,California,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"751 S Bascom Ave, San Jose, CA 95128",Santa Clara,California,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"757 Westwood Plaza, Los Angeles, CA, 90095",Los Angeles,California,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"1959 N.E. Pacific St Seattle, WA 98195",Out of State,Washington,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"750 Welch Rd, Palo Alto, CA 9430",Santa Clara,California,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"14445 Olive View Dr, Sylmar, CA 91342",Los Angeles,California,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"757 Westwood Plaza, Los Angeles, CA, 90095",Los Angeles,California,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"5051 Verdugo Way #100 & #110, Camarillo, CA 93012",Ventura,California,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"757 Westwood Plaza, Los Angeles, CA, 90095",Los Angeles,California,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"14445 Olive View Dr, Sylmar, CA 91342",Los Angeles,California,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,No,"301 W 6th Ave #3, Denver, CO 80203",Out of State,Colorado,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"2509 Pico Blvd, Santa Monica, CA 90405",Los Angeles,California,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"1721 E 120th St, Los Angeles, CA 90059",Los Angeles,California,2020-21,24,8,8
58,UCLA David Geffen School of Medicine/UCLA MEDCEN PEDS ,Pediatrics,Pediatrics,Yes,"6600 Bruceville Rd, Sacramento, CA 95823",Sacramento,California,2020-21,24,8,8
60,John Muir Health Family Medicine Residency Program ,Family Medicine,Family Medicine,Yes,"10700 MacArthur Blvd. Oakland, CA 94605",Alameda,California,2019-20,8,8,8
60,John Muir Health Family Medicine Residency Program ,Family Medicine,Family Medicine,Yes,"200 Porter Drive, San Ramon, CA 94583",Contra Costa,California,2019-20,8,8,8
60,John Muir Health Family Medicine Residency Program ,Family Medicine,Family Medicine,Yes,"401 Gregory Lane, Suite 104, Pleasant Hill, CA 94523",Contra Costa,California,2019-20,8,8,8
60,John Muir Health Family Medicine Residency Program ,Family Medicine,Family Medicine,No,"1418 Scott Blvd. Decatur, GA 30030",Out of State,Georgia,2019-20,8,8,8
60,John Muir Health Family Medicine Residency Program ,Family Medicine,Family Medicine,Yes,"2400 Balfour Rd, Suite 120 Brentwood, CA 94513",Contra Costa,California,2019-20,8,8,8
60,John Muir Health Family Medicine Residency Program ,Family Medicine,Family Medicine,Yes,"1450 Treat Blvd. Suite 320, Walnut Creek, CA 94597",Contra Costa,California,2019-20,8,8,8
60,John Muir Health Family Medicine Residency Program ,Family Medicine,Family Medicine,Yes,"3100 San Pablo Ave, Berkeley, CA 94702",Contra Costa,California,2019-20,8,8,8
60,John Muir Health Family Medicine Residency Program ,Family Medicine,Family Medicine,Yes,"10250 Santa Monica Blvd, Suite 2440 Los Angeles, CA 90067",Los Angeles,California,2019-20,8,8,8
60,John Muir Health Family Medicine Residency Program ,Family Medicine,Family Medicine,Yes,"800 W. 58th Street Los Angeles, CA 90037",Los Angeles,California,2020-21,8,8,8
60,John Muir Health Family Medicine Residency Program ,Family Medicine,Family Medicine,Yes,"101 8th Street. Oakland, CA 94607",Alameda,California,2020-21,8,8,8
60,John Muir Health Family Medicine Residency Program ,Family Medicine,Family Medicine,Yes,"700 San Pablo Avenue. Albany, CA 94706",Alameda,California,2020-21,8,8,8
60,John Muir Health Family Medicine Residency Program ,Family Medicine,Family Medicine,Yes,"1450 Treat Blvd. Suite 320 Walnut Creek, CA 94597",Contra Costa,California,2020-21,8,8,8
60,John Muir Health Family Medicine Residency Program ,Family Medicine,Family Medicine,Yes,"1450 Treat Blvd. Suite 320 Walnut Creek, CA 94597",Contra Costa,California,2020-21,8,8,8
60,John Muir Health Family Medicine Residency Program ,Family Medicine,Family Medicine,Yes,"13768 Roswell Ave. #118 Chino, CA 91710",San Bernardino,California,2020-21,8,8,8
